bug: abort in add_browser, pair: (abort, gettimeofday), support: 16, confidence: 80.00%
bug: apr_error_string in apr_vformatter, pair: (apr_error_string, stuffbuffer), support: 98, confidence: 96.08%
bug: apr_error_string in apr_vsnprintf, pair: (apr_error_string, apr_os_strerror), support: 87, confidence: 85.29%
bug: apr_error_string in apr_vsnprintf, pair: (apr_error_string, apr_thread_mutex_lock), support: 84, confidence: 82.35%
bug: apr_error_string in apr_vsnprintf, pair: (apr_error_string, apr_thread_mutex_unlock), support: 84, confidence: 82.35%
bug: apr_error_string in apr_vsnprintf, pair: (apr_error_string, native_strerror), support: 87, confidence: 85.29%
bug: apr_error_string in apr_xml_parser_geterror, pair: (apr_error_string, apr_thread_mutex_lock), support: 84, confidence: 82.35%
bug: apr_error_string in apr_xml_parser_geterror, pair: (apr_error_string, apr_thread_mutex_unlock), support: 84, confidence: 82.35%
bug: apr_error_string in ap_vrprintf, pair: (apr_error_string, apr_os_strerror), support: 87, confidence: 85.29%
bug: apr_error_string in ap_vrprintf, pair: (apr_error_string, apr_thread_mutex_lock), support: 84, confidence: 82.35%
bug: apr_error_string in ap_vrprintf, pair: (apr_error_string, apr_thread_mutex_unlock), support: 84, confidence: 82.35%
bug: apr_error_string in ap_vrprintf, pair: (apr_error_string, native_strerror), support: 87, confidence: 85.29%
bug: apr_error_string in cgi_child_errfn, pair: (apr_error_string, apr_os_strerror), support: 87, confidence: 85.29%
bug: apr_error_string in cgi_child_errfn, pair: (apr_error_string, apr_thread_mutex_lock), support: 84, confidence: 82.35%
bug: apr_error_string in cgi_child_errfn, pair: (apr_error_string, apr_thread_mutex_unlock), support: 84, confidence: 82.35%
bug: apr_error_string in cgi_child_errfn, pair: (apr_error_string, native_strerror), support: 87, confidence: 85.29%
bug: apr_error_string in cgi_child_errfn, pair: (apr_error_string, strcpy), support: 96, confidence: 94.12%
bug: apr_error_string in cgi_child_errfn, pair: (apr_error_string, strlen), support: 99, confidence: 97.06%
bug: apr_error_string in cgi_child_errfn, pair: (apr_error_string, stuffbuffer), support: 98, confidence: 96.08%
bug: apr_error_string in dump_a_vhost, pair: (apr_error_string, apr_thread_mutex_lock), support: 84, confidence: 82.35%
bug: apr_error_string in dump_a_vhost, pair: (apr_error_string, apr_thread_mutex_unlock), support: 84, confidence: 82.35%
bug: apr_error_string in dump_vhost_config, pair: (apr_error_string, apr_thread_mutex_lock), support: 84, confidence: 82.35%
bug: apr_error_string in dump_vhost_config, pair: (apr_error_string, apr_thread_mutex_unlock), support: 84, confidence: 82.35%
bug: apr_error_string in include_config, pair: (apr_error_string, strcpy), support: 96, confidence: 94.12%
bug: apr_error_string in log_request_time, pair: (apr_error_string, apr_thread_mutex_lock), support: 84, confidence: 82.35%
bug: apr_error_string in log_request_time, pair: (apr_error_string, apr_thread_mutex_unlock), support: 84, confidence: 82.35%
bug: apr_error_string in set_neg_headers, pair: (apr_error_string, apr_thread_mutex_lock), support: 84, confidence: 82.35%
bug: apr_error_string in set_neg_headers, pair: (apr_error_string, apr_thread_mutex_unlock), support: 84, confidence: 82.35%
bug: apr_fcvt in ap_log_pid, pair: (apr_fcvt, apr_snprintf), support: 20, confidence: 90.91%
bug: apr_fcvt in ap_log_rerror, pair: (apr_fcvt, apr_os_strerror), support: 21, confidence: 95.45%
bug: apr_fcvt in ap_log_rerror, pair: (apr_fcvt, apr_snprintf), support: 20, confidence: 90.91%
bug: apr_fcvt in ap_log_rerror, pair: (apr_fcvt, native_strerror), support: 21, confidence: 95.45%
bug: apr_file_close in ap_logs_child_init, pair: (apr_file_close, apr_thread_mutex_lock), support: 34, confidence: 82.93%
bug: apr_file_close in ap_logs_child_init, pair: (apr_file_close, apr_thread_mutex_unlock), support: 34, confidence: 82.93%
bug: apr_file_close in ap_mpm_pod_close, pair: (apr_file_close, apr_thread_mutex_lock), support: 34, confidence: 82.93%
bug: apr_file_close in ap_mpm_pod_close, pair: (apr_file_close, apr_thread_mutex_unlock), support: 34, confidence: 82.93%
bug: apr_file_close in apr_shm_remove, pair: (apr_file_close, apr_thread_mutex_lock), support: 34, confidence: 82.93%
bug: apr_file_close in apr_shm_remove, pair: (apr_file_close, apr_thread_mutex_unlock), support: 34, confidence: 82.93%
bug: apr_file_close in cfg_close, pair: (apr_file_close, apr_thread_mutex_lock), support: 34, confidence: 82.93%
bug: apr_file_close in cfg_close, pair: (apr_file_close, apr_thread_mutex_unlock), support: 34, confidence: 82.93%
bug: apr_file_close in database_cleanup, pair: (apr_file_close, apr_thread_mutex_lock), support: 34, confidence: 82.93%
bug: apr_file_close in database_cleanup, pair: (apr_file_close, apr_thread_mutex_unlock), support: 34, confidence: 82.93%
bug: apr_file_close in piped_log_cleanup_for_exec, pair: (apr_file_close, apr_thread_mutex_lock), support: 34, confidence: 82.93%
bug: apr_file_close in piped_log_cleanup_for_exec, pair: (apr_file_close, apr_thread_mutex_unlock), support: 34, confidence: 82.93%
bug: apr_file_close in piped_log_cleanup, pair: (apr_file_close, apr_thread_mutex_lock), support: 34, confidence: 82.93%
bug: apr_file_close in piped_log_cleanup, pair: (apr_file_close, apr_thread_mutex_unlock), support: 34, confidence: 82.93%
bug: apr_file_flush in ap_reclaim_child_processes, pair: (apr_file_flush, apr_time_now), support: 24, confidence: 96.00%
bug: apr_file_flush_locked in ap_core_output_filter, pair: (ap_explode_recent_localtime, apr_file_flush_locked), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in ap_core_output_filter, pair: (apr_error_string, apr_file_flush_locked), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in ap_core_output_filter, pair: (apr_file_flush_locked, apr_file_write_full), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in ap_core_output_filter, pair: (apr_file_flush_locked, apr_os_strerror), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in ap_core_output_filter, pair: (apr_file_flush_locked, apr_vformatter), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in ap_core_output_filter, pair: (apr_file_flush_locked, c2x), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in ap_core_output_filter, pair: (apr_file_flush_locked, gai_strerror), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in ap_core_output_filter, pair: (apr_file_flush_locked, gettimeofday), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in ap_core_output_filter, pair: (apr_file_flush_locked, native_strerror), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in ap_core_output_filter, pair: (apr_file_flush_locked, strcpy), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in ap_core_output_filter, pair: (apr_file_flush_locked, strlen), support: 65, confidence: 85.53%
bug: apr_file_flush_locked in ap_core_output_filter, pair: (apr_file_flush_locked, strrchr), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in ap_core_output_filter, pair: (apr_file_flush_locked, stuffbuffer), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in ap_core_output_filter, pair: (apr_file_flush_locked, syslog), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in ap_core_output_filter, pair: (ap_run_error_log, apr_file_flush_locked), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_file_printf, pair: (ap_explode_recent_localtime, apr_file_flush_locked), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_file_printf, pair: (apr_file_flush_locked, apr_file_write_full), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_file_printf, pair: (apr_file_flush_locked, apr_os_strerror), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_file_printf, pair: (apr_file_flush_locked, c2x), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_file_printf, pair: (apr_file_flush_locked, gettimeofday), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in apr_file_printf, pair: (apr_file_flush_locked, native_strerror), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_file_printf, pair: (apr_file_flush_locked, strrchr), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_file_printf, pair: (apr_file_flush_locked, syslog), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_file_printf, pair: (ap_run_error_log, apr_file_flush_locked), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_delete, pair: (ap_explode_recent_localtime, apr_file_flush_locked), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_delete, pair: (apr_error_string, apr_file_flush_locked), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in apr_sdbm_delete, pair: (apr_file_flush_locked, apr_file_write_full), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_delete, pair: (apr_file_flush_locked, apr_os_strerror), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_delete, pair: (apr_file_flush_locked, apr_vformatter), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in apr_sdbm_delete, pair: (apr_file_flush_locked, c2x), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_delete, pair: (apr_file_flush_locked, gai_strerror), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in apr_sdbm_delete, pair: (apr_file_flush_locked, gettimeofday), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in apr_sdbm_delete, pair: (apr_file_flush_locked, native_strerror), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_delete, pair: (apr_file_flush_locked, strcpy), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in apr_sdbm_delete, pair: (apr_file_flush_locked, strlen), support: 65, confidence: 85.53%
bug: apr_file_flush_locked in apr_sdbm_delete, pair: (apr_file_flush_locked, strrchr), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_delete, pair: (apr_file_flush_locked, stuffbuffer), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in apr_sdbm_delete, pair: (apr_file_flush_locked, syslog), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_delete, pair: (ap_run_error_log, apr_file_flush_locked), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_firstkey, pair: (ap_explode_recent_localtime, apr_file_flush_locked), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_firstkey, pair: (apr_error_string, apr_file_flush_locked), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in apr_sdbm_firstkey, pair: (apr_file_flush_locked, apr_file_write_full), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_firstkey, pair: (apr_file_flush_locked, apr_os_strerror), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_firstkey, pair: (apr_file_flush_locked, apr_vformatter), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in apr_sdbm_firstkey, pair: (apr_file_flush_locked, c2x), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_firstkey, pair: (apr_file_flush_locked, gai_strerror), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in apr_sdbm_firstkey, pair: (apr_file_flush_locked, gettimeofday), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in apr_sdbm_firstkey, pair: (apr_file_flush_locked, native_strerror), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_firstkey, pair: (apr_file_flush_locked, strcpy), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in apr_sdbm_firstkey, pair: (apr_file_flush_locked, strlen), support: 65, confidence: 85.53%
bug: apr_file_flush_locked in apr_sdbm_firstkey, pair: (apr_file_flush_locked, strrchr), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_firstkey, pair: (apr_file_flush_locked, stuffbuffer), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in apr_sdbm_firstkey, pair: (apr_file_flush_locked, syslog), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_firstkey, pair: (ap_run_error_log, apr_file_flush_locked), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_nextkey, pair: (ap_explode_recent_localtime, apr_file_flush_locked), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_nextkey, pair: (apr_error_string, apr_file_flush_locked), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in apr_sdbm_nextkey, pair: (apr_file_flush_locked, apr_file_write_full), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_nextkey, pair: (apr_file_flush_locked, apr_os_strerror), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_nextkey, pair: (apr_file_flush_locked, apr_vformatter), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in apr_sdbm_nextkey, pair: (apr_file_flush_locked, c2x), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_nextkey, pair: (apr_file_flush_locked, gai_strerror), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in apr_sdbm_nextkey, pair: (apr_file_flush_locked, gettimeofday), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in apr_sdbm_nextkey, pair: (apr_file_flush_locked, native_strerror), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_nextkey, pair: (apr_file_flush_locked, strcpy), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in apr_sdbm_nextkey, pair: (apr_file_flush_locked, strlen), support: 65, confidence: 85.53%
bug: apr_file_flush_locked in apr_sdbm_nextkey, pair: (apr_file_flush_locked, strrchr), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_nextkey, pair: (apr_file_flush_locked, stuffbuffer), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in apr_sdbm_nextkey, pair: (apr_file_flush_locked, syslog), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_nextkey, pair: (ap_run_error_log, apr_file_flush_locked), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_store, pair: (ap_explode_recent_localtime, apr_file_flush_locked), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_store, pair: (apr_error_string, apr_file_flush_locked), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in apr_sdbm_store, pair: (apr_file_flush_locked, apr_file_write_full), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_store, pair: (apr_file_flush_locked, apr_os_strerror), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_store, pair: (apr_file_flush_locked, apr_vformatter), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in apr_sdbm_store, pair: (apr_file_flush_locked, c2x), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_store, pair: (apr_file_flush_locked, gai_strerror), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in apr_sdbm_store, pair: (apr_file_flush_locked, gettimeofday), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in apr_sdbm_store, pair: (apr_file_flush_locked, native_strerror), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_store, pair: (apr_file_flush_locked, strcpy), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in apr_sdbm_store, pair: (apr_file_flush_locked, strlen), support: 65, confidence: 85.53%
bug: apr_file_flush_locked in apr_sdbm_store, pair: (apr_file_flush_locked, strrchr), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_store, pair: (apr_file_flush_locked, stuffbuffer), support: 64, confidence: 84.21%
bug: apr_file_flush_locked in apr_sdbm_store, pair: (apr_file_flush_locked, syslog), support: 63, confidence: 82.89%
bug: apr_file_flush_locked in apr_sdbm_store, pair: (ap_run_error_log, apr_file_flush_locked), support: 63, confidence: 82.89%
