bug: abort in add_browser, pair: (abort, lseek), support: 16, confidence: 80.00%
bug: apr_cpystrn in ap_mpm_set_coredumpdir, pair: (__isnanf, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in ap_mpm_set_coredumpdir, pair: (__isnanl, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dbm_geterror, pair: (apr_cpystrn, apr_error_string), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_dbm_geterror, pair: (apr_cpystrn, apr_thread_mutex_lock), support: 177, confidence: 85.10%
bug: apr_cpystrn in apr_dbm_geterror, pair: (apr_cpystrn, apr_thread_mutex_unlock), support: 177, confidence: 85.10%
bug: apr_cpystrn in apr_dbm_geterror, pair: (apr_cpystrn, conv_10), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dbm_geterror, pair: (apr_cpystrn, conv_p2), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dbm_geterror, pair: (apr_cpystrn, gai_strerror), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_dbm_geterror, pair: (apr_cpystrn, hstrerror), support: 187, confidence: 89.90%
bug: apr_cpystrn in apr_dbm_geterror, pair: (apr_cpystrn, ntohl), support: 178, confidence: 85.58%
bug: apr_cpystrn in apr_dbm_geterror, pair: (apr_cpystrn, strchr), support: 189, confidence: 90.87%
bug: apr_cpystrn in apr_dbm_geterror, pair: (apr_cpystrn, strcpy), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_dbm_geterror, pair: (apr_cpystrn, strerror_r), support: 187, confidence: 89.90%
bug: apr_cpystrn in apr_dbm_geterror, pair: (apr_cpystrn, strlen), support: 196, confidence: 94.23%
bug: apr_cpystrn in apr_dbm_geterror, pair: (__ctype_b_loc, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dbm_geterror, pair: (__errno_location, apr_cpystrn), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_dbm_geterror, pair: (__isinf, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dbm_geterror, pair: (__isinff, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dbm_geterror, pair: (__isinfl, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dbm_geterror, pair: (__isnan, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dbm_geterror, pair: (__isnanf, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dbm_geterror, pair: (__isnanl, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dir_read, pair: (apr_cpystrn, apr_error_string), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_dir_read, pair: (apr_cpystrn, conv_10), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dir_read, pair: (apr_cpystrn, conv_p2), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dir_read, pair: (apr_cpystrn, gai_strerror), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_dir_read, pair: (apr_cpystrn, hstrerror), support: 187, confidence: 89.90%
bug: apr_cpystrn in apr_dir_read, pair: (apr_cpystrn, ntohl), support: 178, confidence: 85.58%
bug: apr_cpystrn in apr_dir_read, pair: (apr_cpystrn, strchr), support: 189, confidence: 90.87%
bug: apr_cpystrn in apr_dir_read, pair: (apr_cpystrn, strcpy), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_dir_read, pair: (apr_cpystrn, strerror_r), support: 187, confidence: 89.90%
bug: apr_cpystrn in apr_dir_read, pair: (__ctype_b_loc, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dir_read, pair: (__errno_location, apr_cpystrn), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_dir_read, pair: (__isinf, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dir_read, pair: (__isinff, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dir_read, pair: (__isinfl, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dir_read, pair: (__isnan, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dir_read, pair: (__isnanf, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dir_read, pair: (__isnanl, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dso_error, pair: (apr_cpystrn, apr_error_string), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_dso_error, pair: (apr_cpystrn, apr_thread_mutex_lock), support: 177, confidence: 85.10%
bug: apr_cpystrn in apr_dso_error, pair: (apr_cpystrn, apr_thread_mutex_unlock), support: 177, confidence: 85.10%
bug: apr_cpystrn in apr_dso_error, pair: (apr_cpystrn, conv_10), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dso_error, pair: (apr_cpystrn, conv_p2), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dso_error, pair: (apr_cpystrn, gai_strerror), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_dso_error, pair: (apr_cpystrn, hstrerror), support: 187, confidence: 89.90%
bug: apr_cpystrn in apr_dso_error, pair: (apr_cpystrn, ntohl), support: 178, confidence: 85.58%
bug: apr_cpystrn in apr_dso_error, pair: (apr_cpystrn, strchr), support: 189, confidence: 90.87%
bug: apr_cpystrn in apr_dso_error, pair: (apr_cpystrn, strcpy), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_dso_error, pair: (apr_cpystrn, strerror_r), support: 187, confidence: 89.90%
bug: apr_cpystrn in apr_dso_error, pair: (apr_cpystrn, strlen), support: 196, confidence: 94.23%
bug: apr_cpystrn in apr_dso_error, pair: (__ctype_b_loc, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dso_error, pair: (__errno_location, apr_cpystrn), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_dso_error, pair: (__isinf, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dso_error, pair: (__isinff, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dso_error, pair: (__isinfl, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dso_error, pair: (__isnan, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dso_error, pair: (__isnanf, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_dso_error, pair: (__isnanl, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in ap_regerror, pair: (apr_cpystrn, apr_thread_mutex_lock), support: 177, confidence: 85.10%
bug: apr_cpystrn in ap_regerror, pair: (apr_cpystrn, apr_thread_mutex_unlock), support: 177, confidence: 85.10%
bug: apr_cpystrn in apr_md5_encode, pair: (apr_cpystrn, apr_error_string), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_md5_encode, pair: (apr_cpystrn, apr_thread_mutex_lock), support: 177, confidence: 85.10%
bug: apr_cpystrn in apr_md5_encode, pair: (apr_cpystrn, apr_thread_mutex_unlock), support: 177, confidence: 85.10%
bug: apr_cpystrn in apr_md5_encode, pair: (apr_cpystrn, conv_10), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_md5_encode, pair: (apr_cpystrn, conv_p2), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_md5_encode, pair: (apr_cpystrn, gai_strerror), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_md5_encode, pair: (apr_cpystrn, hstrerror), support: 187, confidence: 89.90%
bug: apr_cpystrn in apr_md5_encode, pair: (apr_cpystrn, ntohl), support: 178, confidence: 85.58%
bug: apr_cpystrn in apr_md5_encode, pair: (apr_cpystrn, strchr), support: 189, confidence: 90.87%
bug: apr_cpystrn in apr_md5_encode, pair: (apr_cpystrn, strerror_r), support: 187, confidence: 89.90%
bug: apr_cpystrn in apr_md5_encode, pair: (__ctype_b_loc, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_md5_encode, pair: (__isinf, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_md5_encode, pair: (__isinff, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_md5_encode, pair: (__isinfl, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_md5_encode, pair: (__isnan, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_md5_encode, pair: (__isnanf, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_md5_encode, pair: (__isnanl, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_os_strerror, pair: (apr_cpystrn, apr_error_string), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_os_strerror, pair: (apr_cpystrn, apr_thread_mutex_lock), support: 177, confidence: 85.10%
bug: apr_cpystrn in apr_os_strerror, pair: (apr_cpystrn, apr_thread_mutex_unlock), support: 177, confidence: 85.10%
bug: apr_cpystrn in apr_os_strerror, pair: (apr_cpystrn, conv_10), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_os_strerror, pair: (apr_cpystrn, conv_p2), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_os_strerror, pair: (apr_cpystrn, gai_strerror), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_os_strerror, pair: (apr_cpystrn, ntohl), support: 178, confidence: 85.58%
bug: apr_cpystrn in apr_os_strerror, pair: (apr_cpystrn, strchr), support: 189, confidence: 90.87%
bug: apr_cpystrn in apr_os_strerror, pair: (apr_cpystrn, strcpy), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_os_strerror, pair: (apr_cpystrn, strerror_r), support: 187, confidence: 89.90%
bug: apr_cpystrn in apr_os_strerror, pair: (apr_cpystrn, strlen), support: 196, confidence: 94.23%
bug: apr_cpystrn in apr_os_strerror, pair: (__ctype_b_loc, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_os_strerror, pair: (__errno_location, apr_cpystrn), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_os_strerror, pair: (__isinf, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_os_strerror, pair: (__isinff, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_os_strerror, pair: (__isinfl, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_os_strerror, pair: (__isnan, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_os_strerror, pair: (__isnanf, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_os_strerror, pair: (__isnanl, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_password_get, pair: (apr_cpystrn, apr_error_string), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_password_get, pair: (apr_cpystrn, apr_thread_mutex_lock), support: 177, confidence: 85.10%
bug: apr_cpystrn in apr_password_get, pair: (apr_cpystrn, apr_thread_mutex_unlock), support: 177, confidence: 85.10%
bug: apr_cpystrn in apr_password_get, pair: (apr_cpystrn, conv_10), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_password_get, pair: (apr_cpystrn, conv_p2), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_password_get, pair: (apr_cpystrn, gai_strerror), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_password_get, pair: (apr_cpystrn, hstrerror), support: 187, confidence: 89.90%
bug: apr_cpystrn in apr_password_get, pair: (apr_cpystrn, ntohl), support: 178, confidence: 85.58%
bug: apr_cpystrn in apr_password_get, pair: (apr_cpystrn, strchr), support: 189, confidence: 90.87%
bug: apr_cpystrn in apr_password_get, pair: (apr_cpystrn, strcpy), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_password_get, pair: (apr_cpystrn, strerror_r), support: 187, confidence: 89.90%
bug: apr_cpystrn in apr_password_get, pair: (__ctype_b_loc, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_password_get, pair: (__errno_location, apr_cpystrn), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_password_get, pair: (__isinf, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_password_get, pair: (__isinff, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_password_get, pair: (__isinfl, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_password_get, pair: (__isnan, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_password_get, pair: (__isnanf, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_password_get, pair: (__isnanl, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_password_validate, pair: (apr_cpystrn, apr_error_string), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_password_validate, pair: (apr_cpystrn, apr_thread_mutex_lock), support: 177, confidence: 85.10%
bug: apr_cpystrn in apr_password_validate, pair: (apr_cpystrn, apr_thread_mutex_unlock), support: 177, confidence: 85.10%
bug: apr_cpystrn in apr_password_validate, pair: (apr_cpystrn, conv_10), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_password_validate, pair: (apr_cpystrn, conv_p2), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_password_validate, pair: (apr_cpystrn, gai_strerror), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_password_validate, pair: (apr_cpystrn, hstrerror), support: 187, confidence: 89.90%
bug: apr_cpystrn in apr_password_validate, pair: (apr_cpystrn, ntohl), support: 178, confidence: 85.58%
bug: apr_cpystrn in apr_password_validate, pair: (apr_cpystrn, strchr), support: 189, confidence: 90.87%
bug: apr_cpystrn in apr_password_validate, pair: (apr_cpystrn, strerror_r), support: 187, confidence: 89.90%
bug: apr_cpystrn in apr_password_validate, pair: (__ctype_b_loc, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_password_validate, pair: (__isinf, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_password_validate, pair: (__isinff, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_password_validate, pair: (__isinfl, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_password_validate, pair: (__isnan, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_password_validate, pair: (__isnanf, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_password_validate, pair: (__isnanl, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in ap_rprintf, pair: (apr_cpystrn, apr_thread_mutex_lock), support: 177, confidence: 85.10%
bug: apr_cpystrn in ap_rprintf, pair: (apr_cpystrn, apr_thread_mutex_unlock), support: 177, confidence: 85.10%
bug: apr_cpystrn in apr_sha1_base64, pair: (apr_cpystrn, apr_error_string), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_sha1_base64, pair: (apr_cpystrn, apr_thread_mutex_lock), support: 177, confidence: 85.10%
bug: apr_cpystrn in apr_sha1_base64, pair: (apr_cpystrn, apr_thread_mutex_unlock), support: 177, confidence: 85.10%
bug: apr_cpystrn in apr_sha1_base64, pair: (apr_cpystrn, conv_10), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_sha1_base64, pair: (apr_cpystrn, conv_p2), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_sha1_base64, pair: (apr_cpystrn, gai_strerror), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_sha1_base64, pair: (apr_cpystrn, hstrerror), support: 187, confidence: 89.90%
bug: apr_cpystrn in apr_sha1_base64, pair: (apr_cpystrn, ntohl), support: 178, confidence: 85.58%
bug: apr_cpystrn in apr_sha1_base64, pair: (apr_cpystrn, strchr), support: 189, confidence: 90.87%
bug: apr_cpystrn in apr_sha1_base64, pair: (apr_cpystrn, strcpy), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_sha1_base64, pair: (apr_cpystrn, strerror_r), support: 187, confidence: 89.90%
bug: apr_cpystrn in apr_sha1_base64, pair: (apr_cpystrn, strlen), support: 196, confidence: 94.23%
bug: apr_cpystrn in apr_sha1_base64, pair: (__ctype_b_loc, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_sha1_base64, pair: (__errno_location, apr_cpystrn), support: 186, confidence: 89.42%
bug: apr_cpystrn in apr_sha1_base64, pair: (__isinf, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_sha1_base64, pair: (__isinff, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_sha1_base64, pair: (__isinfl, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_sha1_base64, pair: (__isnan, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_sha1_base64, pair: (__isnanf, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_sha1_base64, pair: (__isnanl, apr_cpystrn), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_snprintf, pair: (apr_cpystrn, apr_thread_mutex_lock), support: 177, confidence: 85.10%
bug: apr_cpystrn in apr_snprintf, pair: (apr_cpystrn, apr_thread_mutex_unlock), support: 177, confidence: 85.10%
bug: apr_cpystrn in apr_strerror, pair: (apr_cpystrn, apr_thread_mutex_lock), support: 177, confidence: 85.10%
bug: apr_cpystrn in apr_strerror, pair: (apr_cpystrn, apr_thread_mutex_unlock), support: 177, confidence: 85.10%
bug: apr_cpystrn in apr_strerror, pair: (apr_cpystrn, conv_10), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_strerror, pair: (apr_cpystrn, conv_p2), support: 183, confidence: 87.98%
bug: apr_cpystrn in apr_strerror, pair: (apr_cpystrn, ntohl), support: 178, confidence: 85.58%
bug: apr_cpystrn in apr_strerror, pair: (apr_cpystrn, strchr), support: 189, confidence: 90.87%
