bug: abort in add_browser, pair: (abort, ap_run_error_log), support: 16, confidence: 80.00%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (allocator_free, apr_bucket_socket_make), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_brigade_cleanup, apr_bucket_socket_make), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_brigade_flatten, apr_bucket_socket_make), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, apr_pool_allocator_get), support: 16, confidence: 88.89%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, apr_pool_destroy), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, destroy_resource), support: 16, confidence: 88.89%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, free_container), support: 16, confidence: 88.89%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, free_proc_chain), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, gettimeofday), support: 16, confidence: 88.89%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, memchr), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, pop_resource), support: 16, confidence: 88.89%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, pthread_cond_wait), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, run_cleanups), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, writev), support: 15, confidence: 83.33%
bug: apr_cpystrn in allow_cmd, pair: (apr_cpystrn, strcpy), support: 116, confidence: 81.69%
bug: apr_cpystrn in allow_cmd, pair: (apr_cpystrn, strlen), support: 130, confidence: 91.55%
bug: apr_cpystrn in allow_cmd, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in ap_lingering_close, pair: (apr_cpystrn, strcpy), support: 116, confidence: 81.69%
bug: apr_cpystrn in ap_lingering_close, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in ap_mpm_set_coredumpdir, pair: (apr_cpystrn, strchr), support: 121, confidence: 85.21%
bug: apr_cpystrn in ap_mpm_set_coredumpdir, pair: (apr_cpystrn, strcpy), support: 116, confidence: 81.69%
bug: apr_cpystrn in ap_mpm_set_coredumpdir, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in ap_open_piped_log_ex, pair: (apr_cpystrn, strchr), support: 121, confidence: 85.21%
bug: apr_cpystrn in ap_open_piped_log_ex, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in ap_open_piped_log, pair: (apr_cpystrn, strchr), support: 121, confidence: 85.21%
bug: apr_cpystrn in ap_open_piped_log, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in apr_dbm_geterror, pair: (apr_cpystrn, strchr), support: 121, confidence: 85.21%
bug: apr_cpystrn in apr_dbm_geterror, pair: (apr_cpystrn, strcpy), support: 116, confidence: 81.69%
bug: apr_cpystrn in apr_dbm_geterror, pair: (apr_cpystrn, strlen), support: 130, confidence: 91.55%
bug: apr_cpystrn in apr_dbm_geterror, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in apr_dbm_get_usednames, pair: (apr_cpystrn, strcpy), support: 116, confidence: 81.69%
bug: apr_cpystrn in apr_dbm_open, pair: (apr_cpystrn, strcpy), support: 116, confidence: 81.69%
bug: apr_cpystrn in apr_dir_read, pair: (apr_cpystrn, strchr), support: 121, confidence: 85.21%
bug: apr_cpystrn in apr_dir_read, pair: (apr_cpystrn, strcpy), support: 116, confidence: 81.69%
bug: apr_cpystrn in apr_dir_read, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in apr_dso_error, pair: (apr_cpystrn, strchr), support: 121, confidence: 85.21%
bug: apr_cpystrn in apr_dso_error, pair: (apr_cpystrn, strcpy), support: 116, confidence: 81.69%
bug: apr_cpystrn in apr_dso_error, pair: (apr_cpystrn, strlen), support: 130, confidence: 91.55%
bug: apr_cpystrn in apr_dso_error, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in apr_md5_encode, pair: (apr_cpystrn, strchr), support: 121, confidence: 85.21%
bug: apr_cpystrn in apr_md5_encode, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in apr_os_strerror, pair: (apr_cpystrn, strchr), support: 121, confidence: 85.21%
bug: apr_cpystrn in apr_os_strerror, pair: (apr_cpystrn, strcpy), support: 116, confidence: 81.69%
bug: apr_cpystrn in apr_os_strerror, pair: (apr_cpystrn, strlen), support: 130, confidence: 91.55%
bug: apr_cpystrn in apr_os_strerror, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in apr_password_get, pair: (apr_cpystrn, strchr), support: 121, confidence: 85.21%
bug: apr_cpystrn in apr_password_get, pair: (apr_cpystrn, strcpy), support: 116, confidence: 81.69%
bug: apr_cpystrn in apr_password_get, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in apr_password_validate, pair: (apr_cpystrn, strchr), support: 121, confidence: 85.21%
bug: apr_cpystrn in apr_password_validate, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in apr_sha1_base64, pair: (apr_cpystrn, strchr), support: 121, confidence: 85.21%
bug: apr_cpystrn in apr_sha1_base64, pair: (apr_cpystrn, strcpy), support: 116, confidence: 81.69%
bug: apr_cpystrn in apr_sha1_base64, pair: (apr_cpystrn, strlen), support: 130, confidence: 91.55%
bug: apr_cpystrn in apr_sha1_base64, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in apr_strerror, pair: (apr_cpystrn, strchr), support: 121, confidence: 85.21%
bug: apr_cpystrn in apr_strerror, pair: (apr_cpystrn, strcpy), support: 116, confidence: 81.69%
bug: apr_cpystrn in apr_strerror, pair: (apr_cpystrn, strlen), support: 130, confidence: 91.55%
bug: apr_cpystrn in apr_strerror, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in apr_tokenize_to_argv, pair: (apr_cpystrn, strchr), support: 121, confidence: 85.21%
bug: apr_cpystrn in apr_tokenize_to_argv, pair: (apr_cpystrn, strcpy), support: 116, confidence: 81.69%
bug: apr_cpystrn in apr_tokenize_to_argv, pair: (apr_cpystrn, strlen), support: 130, confidence: 91.55%
bug: apr_cpystrn in apr_tokenize_to_argv, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in apu_dso_load, pair: (apr_cpystrn, strcpy), support: 116, confidence: 81.69%
bug: apr_cpystrn in apu_dso_load, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in ap_update_child_status_from_indexes, pair: (apr_cpystrn, strcpy), support: 116, confidence: 81.69%
bug: apr_cpystrn in ap_update_child_status_from_indexes, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in ap_update_child_status, pair: (apr_cpystrn, strcpy), support: 116, confidence: 81.69%
bug: apr_cpystrn in ap_update_child_status, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in arr_elts_getstr, pair: (apr_cpystrn, strchr), support: 121, confidence: 85.21%
bug: apr_cpystrn in arr_elts_getstr, pair: (apr_cpystrn, strcpy), support: 116, confidence: 81.69%
bug: apr_cpystrn in arr_elts_getstr, pair: (apr_cpystrn, strlen), support: 130, confidence: 91.55%
bug: apr_cpystrn in arr_elts_getstr, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in cgi_child_errfn, pair: (apr_cpystrn, strchr), support: 121, confidence: 85.21%
bug: apr_cpystrn in cgi_child_errfn, pair: (apr_cpystrn, strcpy), support: 116, confidence: 81.69%
bug: apr_cpystrn in cgi_child_errfn, pair: (apr_cpystrn, strlen), support: 130, confidence: 91.55%
bug: apr_cpystrn in cgi_child_errfn, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in check_password, pair: (apr_cpystrn, strchr), support: 121, confidence: 85.21%
bug: apr_cpystrn in check_password, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in copy_request, pair: (apr_cpystrn, strcpy), support: 116, confidence: 81.69%
bug: apr_cpystrn in copy_request, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in handle_elif, pair: (apr_cpystrn, strcpy), support: 116, confidence: 81.69%
bug: apr_cpystrn in handle_if, pair: (apr_cpystrn, strcpy), support: 116, confidence: 81.69%
bug: apr_cpystrn in load_file, pair: (apr_cpystrn, strchr), support: 121, confidence: 85.21%
bug: apr_cpystrn in load_file, pair: (apr_cpystrn, strcpy), support: 116, confidence: 81.69%
bug: apr_cpystrn in load_file, pair: (apr_cpystrn, strlen), support: 130, confidence: 91.55%
bug: apr_cpystrn in load_file, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in load_module, pair: (apr_cpystrn, strchr), support: 121, confidence: 85.21%
bug: apr_cpystrn in load_module, pair: (apr_cpystrn, strcpy), support: 116, confidence: 81.69%
bug: apr_cpystrn in load_module, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in log_child, pair: (apr_cpystrn, strchr), support: 121, confidence: 85.21%
bug: apr_cpystrn in log_child, pair: (apr_cpystrn, strcpy), support: 116, confidence: 81.69%
bug: apr_cpystrn in log_child, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in native_strerror, pair: (apr_cpystrn, strchr), support: 121, confidence: 85.21%
bug: apr_cpystrn in native_strerror, pair: (apr_cpystrn, strcpy), support: 116, confidence: 81.69%
bug: apr_cpystrn in native_strerror, pair: (apr_cpystrn, strlen), support: 130, confidence: 91.55%
bug: apr_cpystrn in native_strerror, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in startup_children, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cpystrn in stuffbuffer, pair: (apr_cpystrn, strchr), support: 121, confidence: 85.21%
bug: apr_cpystrn in stuffbuffer, pair: (apr_cpystrn, strcpy), support: 116, confidence: 81.69%
bug: apr_cpystrn in stuffbuffer, pair: (apr_cpystrn, strlen), support: 130, confidence: 91.55%
bug: apr_cpystrn in stuffbuffer, pair: (__ctype_b_loc, apr_cpystrn), support: 114, confidence: 80.28%
bug: apr_cvt in ap_log_pid, pair: (apr_cvt, apr_vformatter), support: 21, confidence: 95.45%
bug: ap_recent_ctime in add_setenvif_core, pair: (__ctype_b_loc, ap_recent_ctime), support: 10, confidence: 83.33%
bug: ap_recent_ctime in ap_open_piped_log, pair: (ap_recent_ctime, strcasecmp), support: 11, confidence: 91.67%
bug: ap_recent_ctime in ap_open_piped_log, pair: (ap_recent_ctime, strcmp), support: 11, confidence: 91.67%
bug: ap_recent_ctime in ap_open_piped_log, pair: (__ctype_b_loc, ap_recent_ctime), support: 10, confidence: 83.33%
bug: ap_recent_ctime in ap_process_resource_config, pair: (ap_recent_ctime, apr_strerror), support: 11, confidence: 91.67%
bug: apr_ecvt in ap_fini_vhost_config, pair: (apr_ecvt, apr_os_strerror), support: 36, confidence: 87.80%
bug: apr_ecvt in ap_fini_vhost_config, pair: (apr_ecvt, apr_snprintf), support: 36, confidence: 87.80%
bug: apr_ecvt in ap_fini_vhost_config, pair: (apr_ecvt, apr_sockaddr_ip_getbuf), support: 40, confidence: 97.56%
bug: apr_ecvt in ap_fini_vhost_config, pair: (apr_ecvt, native_strerror), support: 36, confidence: 87.80%
bug: apr_ecvt in ap_mpm_run, pair: (apr_ecvt, apr_os_strerror), support: 36, confidence: 87.80%
bug: apr_ecvt in ap_mpm_run, pair: (apr_ecvt, apr_snprintf), support: 36, confidence: 87.80%
bug: apr_ecvt in ap_mpm_run, pair: (apr_ecvt, native_strerror), support: 36, confidence: 87.80%
bug: apr_ecvt in apr_vformatter, pair: (apr_ecvt, apr_os_strerror), support: 36, confidence: 87.80%
bug: apr_ecvt in apr_vformatter, pair: (apr_ecvt, apr_thread_mutex_lock), support: 33, confidence: 80.49%
bug: apr_ecvt in apr_vformatter, pair: (apr_ecvt, apr_thread_mutex_unlock), support: 33, confidence: 80.49%
bug: apr_ecvt in apr_vformatter, pair: (apr_ecvt, native_strerror), support: 36, confidence: 87.80%
bug: apr_ecvt in apr_vformatter, pair: (apr_ecvt, stuffbuffer), support: 40, confidence: 97.56%
bug: apr_ecvt in ap_signal_server, pair: (apr_ecvt, apr_os_strerror), support: 36, confidence: 87.80%
bug: apr_ecvt in ap_signal_server, pair: (apr_ecvt, apr_snprintf), support: 36, confidence: 87.80%
bug: apr_ecvt in ap_signal_server, pair: (apr_ecvt, native_strerror), support: 36, confidence: 87.80%
bug: apr_ecvt in ap_xml_parse_input, pair: (apr_ecvt, apr_thread_mutex_lock), support: 33, confidence: 80.49%
bug: apr_ecvt in ap_xml_parse_input, pair: (apr_ecvt, apr_thread_mutex_unlock), support: 33, confidence: 80.49%
bug: apr_ecvt in do_negotiation, pair: (apr_ecvt, apr_thread_mutex_lock), support: 33, confidence: 80.49%
bug: apr_ecvt in do_negotiation, pair: (apr_ecvt, apr_thread_mutex_unlock), support: 33, confidence: 80.49%
bug: apr_ecvt in fix_hostname, pair: (apr_ecvt, apr_os_strerror), support: 36, confidence: 87.80%
bug: apr_ecvt in fix_hostname, pair: (apr_ecvt, apr_snprintf), support: 36, confidence: 87.80%
bug: apr_ecvt in fix_hostname, pair: (apr_ecvt, native_strerror), support: 36, confidence: 87.80%
bug: apr_ecvt in format_byte_out, pair: (apr_ecvt, apr_thread_mutex_lock), support: 33, confidence: 80.49%
bug: apr_ecvt in format_byte_out, pair: (apr_ecvt, apr_thread_mutex_unlock), support: 33, confidence: 80.49%
bug: apr_ecvt in format_kbyte_out, pair: (apr_ecvt, apr_thread_mutex_lock), support: 33, confidence: 80.49%
bug: apr_ecvt in format_kbyte_out, pair: (apr_ecvt, apr_thread_mutex_unlock), support: 33, confidence: 80.49%
bug: apr_ecvt in handle_fsize, pair: (apr_ecvt, apr_thread_mutex_lock), support: 33, confidence: 80.49%
bug: apr_ecvt in handle_fsize, pair: (apr_ecvt, apr_thread_mutex_unlock), support: 33, confidence: 80.49%
bug: apr_ecvt in output_directories, pair: (apr_ecvt, apr_thread_mutex_lock), support: 33, confidence: 80.49%
bug: apr_ecvt in output_directories, pair: (apr_ecvt, apr_thread_mutex_unlock), support: 33, confidence: 80.49%
bug: apr_ecvt in process_resource_config_nofnmatch, pair: (apr_ecvt, apr_snprintf), support: 36, confidence: 87.80%
bug: apr_ecvt in show_time, pair: (apr_ecvt, apr_thread_mutex_lock), support: 33, confidence: 80.49%
bug: apr_ecvt in show_time, pair: (apr_ecvt, apr_thread_mutex_unlock), support: 33, confidence: 80.49%
bug: apr_error_string in allow_cmd, pair: (apr_error_string, apr_thread_mutex_lock), support: 133, confidence: 86.36%
bug: apr_error_string in allow_cmd, pair: (apr_error_string, apr_thread_mutex_unlock), support: 133, confidence: 86.36%
bug: apr_error_string in allow_cmd, pair: (apr_error_string, conv_10), support: 128, confidence: 83.12%
bug: apr_error_string in allow_cmd, pair: (apr_error_string, conv_p2), support: 128, confidence: 83.12%
bug: apr_error_string in allow_cmd, pair: (apr_error_string, strcpy), support: 151, confidence: 98.05%
bug: apr_error_string in allow_cmd, pair: (apr_error_string, strlen), support: 151, confidence: 98.05%
