bug: abort in add_browser, pair: (abort, apr_cpystrn), support: 17, confidence: 85.00%
bug: apr_brigade_flatten in get_server_line, pair: (apr_brigade_flatten, free), support: 15, confidence: 88.24%
bug: apr_brigade_flatten in get_server_line, pair: (apr_brigade_flatten, gettimeofday), support: 15, confidence: 88.24%
bug: apr_brigade_flatten in get_server_line, pair: (apr_brigade_flatten, kill), support: 14, confidence: 82.35%
bug: apr_brigade_flatten in get_server_line, pair: (apr_brigade_flatten, pop_resource), support: 15, confidence: 88.24%
bug: apr_brigade_flatten in get_server_line, pair: (apr_brigade_flatten, pthread_cond_signal), support: 15, confidence: 88.24%
bug: apr_brigade_flatten in get_server_line, pair: (apr_brigade_flatten, pthread_cond_timedwait), support: 15, confidence: 88.24%
bug: apr_brigade_flatten in get_server_line, pair: (apr_brigade_flatten, pthread_cond_wait), support: 15, confidence: 88.24%
bug: apr_brigade_flatten in get_server_line, pair: (apr_brigade_flatten, run_cleanups), support: 15, confidence: 88.24%
bug: apr_brigade_flatten in get_server_line, pair: (apr_brigade_flatten, writev), support: 15, confidence: 88.24%
bug: apr_brigade_flatten in get_server_line, pair: (__errno_location, apr_brigade_flatten), support: 15, confidence: 88.24%
bug: apr_bucket_socket_make in apr_bucket_socket_create, pair: (allocator_free, apr_bucket_socket_make), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in apr_bucket_socket_create, pair: (apr_allocator_destroy, apr_bucket_socket_make), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in apr_bucket_socket_create, pair: (apr_allocator_mutex_get, apr_bucket_socket_make), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in apr_bucket_socket_create, pair: (apr_allocator_mutex_set, apr_bucket_socket_make), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in apr_bucket_socket_create, pair: (apr_allocator_owner_get, apr_bucket_socket_make), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in apr_bucket_socket_create, pair: (apr_brigade_cleanup, apr_bucket_socket_make), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in apr_bucket_socket_create, pair: (apr_brigade_flatten, apr_bucket_socket_make), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in apr_bucket_socket_create, pair: (apr_bucket_socket_make, apr_pool_allocator_get), support: 16, confidence: 88.89%
bug: apr_bucket_socket_make in apr_bucket_socket_create, pair: (apr_bucket_socket_make, apr_pool_destroy), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in apr_bucket_socket_create, pair: (apr_bucket_socket_make, apr_proc_kill), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in apr_bucket_socket_create, pair: (apr_bucket_socket_make, apr_sleep), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in apr_bucket_socket_create, pair: (apr_bucket_socket_make, destroy_resource), support: 16, confidence: 88.89%
bug: apr_bucket_socket_make in apr_bucket_socket_create, pair: (apr_bucket_socket_make, free_container), support: 16, confidence: 88.89%
bug: apr_bucket_socket_make in apr_bucket_socket_create, pair: (apr_bucket_socket_make, free_proc_chain), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in apr_bucket_socket_create, pair: (apr_bucket_socket_make, free), support: 16, confidence: 88.89%
bug: apr_bucket_socket_make in apr_bucket_socket_create, pair: (apr_bucket_socket_make, gettimeofday), support: 16, confidence: 88.89%
bug: apr_bucket_socket_make in apr_bucket_socket_create, pair: (apr_bucket_socket_make, memchr), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in apr_bucket_socket_create, pair: (apr_bucket_socket_make, pop_resource), support: 16, confidence: 88.89%
bug: apr_bucket_socket_make in apr_bucket_socket_create, pair: (apr_bucket_socket_make, pthread_cond_signal), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in apr_bucket_socket_create, pair: (apr_bucket_socket_make, pthread_cond_timedwait), support: 16, confidence: 88.89%
bug: apr_bucket_socket_make in apr_bucket_socket_create, pair: (apr_bucket_socket_make, pthread_cond_wait), support: 16, confidence: 88.89%
bug: apr_bucket_socket_make in apr_bucket_socket_create, pair: (apr_bucket_socket_make, run_cleanups), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in apr_bucket_socket_create, pair: (apr_bucket_socket_make, writev), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in apr_bucket_socket_create, pair: (__errno_location, apr_bucket_socket_make), support: 16, confidence: 88.89%
bug: apr_bucket_socket_make in apr_memcache_find_server_hash, pair: (apr_bucket_socket_make, malloc), support: 17, confidence: 94.44%
bug: apr_bucket_socket_make in ms_find_conn, pair: (allocator_free, apr_bucket_socket_make), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in ms_find_conn, pair: (apr_allocator_destroy, apr_bucket_socket_make), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in ms_find_conn, pair: (apr_allocator_mutex_get, apr_bucket_socket_make), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in ms_find_conn, pair: (apr_allocator_mutex_set, apr_bucket_socket_make), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in ms_find_conn, pair: (apr_allocator_owner_get, apr_bucket_socket_make), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in ms_find_conn, pair: (apr_brigade_cleanup, apr_bucket_socket_make), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in ms_find_conn, pair: (apr_brigade_flatten, apr_bucket_socket_make), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in ms_find_conn, pair: (apr_bucket_socket_make, apr_pool_destroy), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in ms_find_conn, pair: (apr_bucket_socket_make, apr_proc_kill), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in ms_find_conn, pair: (apr_bucket_socket_make, apr_sleep), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in ms_find_conn, pair: (apr_bucket_socket_make, free_proc_chain), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in ms_find_conn, pair: (apr_bucket_socket_make, free), support: 16, confidence: 88.89%
bug: apr_bucket_socket_make in ms_find_conn, pair: (apr_bucket_socket_make, memchr), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in ms_find_conn, pair: (apr_bucket_socket_make, pthread_cond_signal), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in ms_find_conn, pair: (apr_bucket_socket_make, run_cleanups), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in ms_find_conn, pair: (apr_bucket_socket_make, writev), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in ms_find_conn, pair: (__errno_location, apr_bucket_socket_make), support: 16, confidence: 88.89%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (allocator_free, apr_bucket_socket_make), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_allocator_destroy, apr_bucket_socket_make), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_allocator_mutex_get, apr_bucket_socket_make), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_allocator_mutex_set, apr_bucket_socket_make), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_allocator_owner_get, apr_bucket_socket_make), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_brigade_cleanup, apr_bucket_socket_make), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_brigade_flatten, apr_bucket_socket_make), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, apr_pool_allocator_get), support: 16, confidence: 88.89%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, apr_pool_destroy), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, apr_proc_kill), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, apr_sleep), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, destroy_resource), support: 16, confidence: 88.89%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, free_container), support: 16, confidence: 88.89%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, free_proc_chain), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, gettimeofday), support: 16, confidence: 88.89%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, memchr), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, pop_resource), support: 16, confidence: 88.89%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, pthread_cond_signal), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, pthread_cond_timedwait), support: 16, confidence: 88.89%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, pthread_cond_wait), support: 16, confidence: 88.89%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, run_cleanups), support: 15, confidence: 83.33%
bug: apr_bucket_socket_make in socket_bucket_read, pair: (apr_bucket_socket_make, writev), support: 15, confidence: 83.33%
bug: apr_cpystrn in allow_cmd, pair: (apr_cpystrn, apr_thread_mutex_lock), support: 154, confidence: 81.91%
bug: apr_cpystrn in allow_cmd, pair: (apr_cpystrn, apr_thread_mutex_unlock), support: 154, confidence: 81.91%
bug: apr_cpystrn in allow_cmd, pair: (apr_cpystrn, conv_10), support: 154, confidence: 81.91%
bug: apr_cpystrn in allow_cmd, pair: (apr_cpystrn, conv_p2), support: 154, confidence: 81.91%
bug: apr_cpystrn in allow_cmd, pair: (apr_cpystrn, strcpy), support: 166, confidence: 88.30%
bug: apr_cpystrn in allow_cmd, pair: (apr_cpystrn, strlen), support: 176, confidence: 93.62%
bug: apr_cpystrn in allow_cmd, pair: (__ctype_b_loc, apr_cpystrn), support: 162, confidence: 86.17%
bug: apr_cpystrn in allow_cmd, pair: (__isinf, apr_cpystrn), support: 154, confidence: 81.91%
bug: apr_cpystrn in allow_cmd, pair: (__isinff, apr_cpystrn), support: 154, confidence: 81.91%
bug: apr_cpystrn in allow_cmd, pair: (__isinfl, apr_cpystrn), support: 154, confidence: 81.91%
bug: apr_cpystrn in allow_cmd, pair: (__isnan, apr_cpystrn), support: 154, confidence: 81.91%
bug: apr_cpystrn in allow_cmd, pair: (__isnanf, apr_cpystrn), support: 154, confidence: 81.91%
bug: apr_cpystrn in allow_cmd, pair: (__isnanl, apr_cpystrn), support: 154, confidence: 81.91%
bug: apr_cpystrn in ap_http_chunk_filter, pair: (apr_cpystrn, apr_thread_mutex_lock), support: 154, confidence: 81.91%
bug: apr_cpystrn in ap_http_chunk_filter, pair: (apr_cpystrn, apr_thread_mutex_unlock), support: 154, confidence: 81.91%
bug: apr_cpystrn in ap_lingering_close, pair: (apr_cpystrn, apr_error_string), support: 163, confidence: 86.70%
bug: apr_cpystrn in ap_lingering_close, pair: (apr_cpystrn, conv_10), support: 154, confidence: 81.91%
bug: apr_cpystrn in ap_lingering_close, pair: (apr_cpystrn, conv_p2), support: 154, confidence: 81.91%
bug: apr_cpystrn in ap_lingering_close, pair: (apr_cpystrn, gai_strerror), support: 163, confidence: 86.70%
bug: apr_cpystrn in ap_lingering_close, pair: (apr_cpystrn, hstrerror), support: 155, confidence: 82.45%
bug: apr_cpystrn in ap_lingering_close, pair: (apr_cpystrn, strcpy), support: 166, confidence: 88.30%
bug: apr_cpystrn in ap_lingering_close, pair: (apr_cpystrn, strerror_r), support: 155, confidence: 82.45%
bug: apr_cpystrn in ap_lingering_close, pair: (__ctype_b_loc, apr_cpystrn), support: 162, confidence: 86.17%
bug: apr_cpystrn in ap_lingering_close, pair: (__isinf, apr_cpystrn), support: 154, confidence: 81.91%
bug: apr_cpystrn in ap_lingering_close, pair: (__isinff, apr_cpystrn), support: 154, confidence: 81.91%
bug: apr_cpystrn in ap_lingering_close, pair: (__isinfl, apr_cpystrn), support: 154, confidence: 81.91%
bug: apr_cpystrn in ap_lingering_close, pair: (__isnan, apr_cpystrn), support: 154, confidence: 81.91%
bug: apr_cpystrn in ap_lingering_close, pair: (__isnanf, apr_cpystrn), support: 154, confidence: 81.91%
bug: apr_cpystrn in ap_lingering_close, pair: (__isnanl, apr_cpystrn), support: 154, confidence: 81.91%
bug: apr_cpystrn in ap_mpm_set_coredumpdir, pair: (apr_cpystrn, apr_error_string), support: 163, confidence: 86.70%
bug: apr_cpystrn in ap_mpm_set_coredumpdir, pair: (apr_cpystrn, conv_10), support: 154, confidence: 81.91%
bug: apr_cpystrn in ap_mpm_set_coredumpdir, pair: (apr_cpystrn, conv_p2), support: 154, confidence: 81.91%
bug: apr_cpystrn in ap_mpm_set_coredumpdir, pair: (apr_cpystrn, gai_strerror), support: 163, confidence: 86.70%
bug: apr_cpystrn in ap_mpm_set_coredumpdir, pair: (apr_cpystrn, hstrerror), support: 155, confidence: 82.45%
bug: apr_cpystrn in ap_mpm_set_coredumpdir, pair: (apr_cpystrn, strchr), support: 168, confidence: 89.36%
bug: apr_cpystrn in ap_mpm_set_coredumpdir, pair: (apr_cpystrn, strcpy), support: 166, confidence: 88.30%
bug: apr_cpystrn in ap_mpm_set_coredumpdir, pair: (apr_cpystrn, strerror_r), support: 155, confidence: 82.45%
bug: apr_cpystrn in ap_mpm_set_coredumpdir, pair: (__ctype_b_loc, apr_cpystrn), support: 162, confidence: 86.17%
bug: apr_cpystrn in ap_mpm_set_coredumpdir, pair: (__isinf, apr_cpystrn), support: 154, confidence: 81.91%
bug: apr_cpystrn in ap_mpm_set_coredumpdir, pair: (__isinff, apr_cpystrn), support: 154, confidence: 81.91%
bug: apr_cpystrn in ap_mpm_set_coredumpdir, pair: (__isinfl, apr_cpystrn), support: 154, confidence: 81.91%
bug: apr_cpystrn in ap_mpm_set_coredumpdir, pair: (__isnan, apr_cpystrn), support: 154, confidence: 81.91%
bug: apr_cpystrn in ap_mpm_set_coredumpdir, pair: (__isnanf, apr_cpystrn), support: 154, confidence: 81.91%
bug: apr_cpystrn in ap_mpm_set_coredumpdir, pair: (__isnanl, apr_cpystrn), support: 154, confidence: 81.91%
bug: apr_cpystrn in ap_open_piped_log, pair: (apr_cpystrn, conv_10), support: 154, confidence: 81.91%
bug: apr_cpystrn in ap_open_piped_log, pair: (apr_cpystrn, conv_p2), support: 154, confidence: 81.91%
bug: apr_cpystrn in ap_open_piped_log, pair: (apr_cpystrn, strchr), support: 168, confidence: 89.36%
bug: apr_cpystrn in ap_open_piped_log, pair: (__ctype_b_loc, apr_cpystrn), support: 162, confidence: 86.17%
bug: apr_cpystrn in ap_open_piped_log, pair: (__isinf, apr_cpystrn), support: 154, confidence: 81.91%
bug: apr_cpystrn in ap_open_piped_log, pair: (__isinff, apr_cpystrn), support: 154, confidence: 81.91%
bug: apr_cpystrn in ap_open_piped_log, pair: (__isinfl, apr_cpystrn), support: 154, confidence: 81.91%
bug: apr_cpystrn in ap_open_piped_log, pair: (__isnan, apr_cpystrn), support: 154, confidence: 81.91%
bug: apr_cpystrn in ap_open_piped_log, pair: (__isnanf, apr_cpystrn), support: 154, confidence: 81.91%
bug: apr_cpystrn in ap_open_piped_log, pair: (__isnanl, apr_cpystrn), support: 154, confidence: 81.91%
